alojamiento_tipo;categoria;denominacion;via_tipo;via_nombre;numero;bloque;portal;escalera;planta;puerta;cdpostal;localidad;signatura
VIVIENDAS DE USO TU;SIN CATEGORIA;COSTANILLA DE LOS ANGELES, Nº 15, 3º C;CSTAN;de los Ángeles;15;;;;3;C;28013;Madrid;VT-13219
VIVIENDAS DE USO TU;SIN CATEGORIA;FLORENCIO LLORENTE, Nº 21, 4º IZQ.;CALLE;de Florencio Llorente;21;;;;4;IZQ.;28027;Madrid;VT-13222
VIVIENDAS DE USO TU;SIN CATEGORIA;JORGE JUAN, Nº 102, 4º A;CALLE;de Jorge Juan;102;;;;4;A;;Madrid;VT-13224
HOSTAL;2-HOSTAL;JULIETTE;CALLE;Gran Vía;44;;;;2;DR;28013;Madrid;HM-4924
APART-TURISTICO;1-APART-TURISTICO;APARTAMENTOS PLAZA DE SANTIAGO 2;CALLE;de Edmundo Meric;16;;;;;;28320;Pinto;AM-1368
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de los Mandiles;14;;;;;;28740;Rascafría;VT-13424
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;Navarra;1;;;1;2;B;28231;Rozas de Madrid, Las;VT-13328
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Mataró;28;;;;;;28034;Madrid;VT-13310
VIVIENDAS DE USO TU;SIN CATEGORIA;MARTIN SOLER, 10;CALLE;de Martín Soler;10;;;;4;A;28045;Madrid;VT-11986
VIVIENDAS DE USO TU;SIN CATEGORIA;MARTIN SOLER, 10, 4º B;CALLE;de Martín Soler;10;;;;4;B;28045;Madrid;VT-11987
VIVIENDAS DE USO TU;SIN CATEGORIA;MARTIN SOLER, 10, 4º D;CALLE;de Martín Soler;10;;;;4;D;28045;Madrid;VT-11988
VIVIENDAS DE USO TU;SIN CATEGORIA;HERNAN CORTES, 9, 1º B;CALLE;de Hernán Cortés;9;;;;1;B;28004;Madrid;VT-11991
VIVIENDAS DE USO TU;SIN CATEGORIA;HERNAN CORTES, 9, 1º C;CALLE;de Hernán Cortés;9;;;;1;C;28004;Madrid;VT-11992
VIVIENDAS DE USO TU;SIN CATEGORIA;ALFREDO CASTRO CAMBA, 32, 3º C;CALLE;de Alfredo Castro Camba;32;;;;3;C;28053;Madrid;VT-11993
VIVIENDAS DE USO TU;SIN CATEGORIA;SAUCO, 6, BAJO 5;CALLE;del Saúco;6;;;;BAJO;5;28039;Madrid;VT-11994
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTO ARLABAN, 88, 3º C;CALLE;del Puerto de Arlabán;88;;;;3;C;28053;Madrid;VT-11995
VIVIENDAS DE USO TU;SIN CATEGORIA;DULCINEA, 67, 4º D;CALLE;de Dulcinea;67;;;;4;D;28020;Madrid;VT-11996
VIVIENDAS DE USO TU;SIN CATEGORIA;DELICIAS, 26, ESC. DCHA., 4º A;CALLE;de Delicias;26;;;;ESC. D;A;28045;Madrid;VT-11997
VIVIENDAS DE USO TU;SIN CATEGORIA;DELICIAS, 26, ESC. DCHA., 4º B;CALLE;de Delicias;26;;;;ESC.DR;B;28045;Madrid;VT-11998
VIVIENDAS DE USO TU;SIN CATEGORIA;DELICIAS, 26, ESC. DCHA., 4º C;CALLE;de Delicias;26;;;;ESC.DR;C;28045;Madrid;VT-11999
VIVIENDAS DE USO TU;SIN CATEGORIA;DELICIAS, 26, ESC. IZDA. 1º A;CALLE;de Delicias;26;;;;ESC.IZ;A;28045;Madrid;VT-12000
VIVIENDAS DE USO TU;SIN CATEGORIA;DELICIAS, 26, ESC. IZDA. 1º C;CALLE;de Delicias;26;;;;ESC.IZ;C;28045;Madrid;VT-12001
VIVIENDAS DE USO TU;SIN CATEGORIA;DELICIAS, 26, ESC. DCHA. 3º C;CALLE;de Delicias;26;;;;ESC.DR;C;28045;Madrid;VT-12002
VIVIENDAS DE USO TU;SIN CATEGORIA;DELICIAS, 26, ESC. DCHA., 3º B;CALLE;de Delicias;26;;;;ESC.DR;B;28045;Madrid;VT-12003
VIVIENDAS DE USO TU;SIN CATEGORIA;DELICIAS, 26, ESC. DCHA. 3º A;CALLE;de Delicias;26;;;DER;;A;28045;Madrid;VT-12004
VIVIENDAS DE USO TU;SIN CATEGORIA;MESON DE PAREDES, 80 BAJO PTA. 8;CALLE;del Mesón de Paredes;80;;;;BAJO;PTA. 8;28012;Madrid;VT-12006
VIVIENDAS DE USO TU;SIN CATEGORIA;JUANELO, 1, 1º F;CALLE;de Juanelo;1;;;;1;F;28012;Madrid;VT-12007
VIVIENDAS DE USO TU;SIN CATEGORIA;JUANELO, 1 4º A;CALLE;de Juanelo;1;;;;4;A;28012;Madrid;VT-12008
VIVIENDAS DE USO TU;SIN CATEGORIA;JUANELO, 1 4º B;CALLE;de Juanelo;1;;;;4;B;28012;Madrid;VT-12009
VIVIENDAS DE USO TU;SIN CATEGORIA;JUANELO, 1, 4º C;CALLE;de Juanelo;1;;;;4;C;28012;Madrid;VT-12010
VIVIENDAS DE USO TU;SIN CATEGORIA;CALVARIO, 6 4º C;CALLE;del Calvario;6;;;;4;C;28012;Madrid;VT-12011
VIVIENDAS DE USO TU;SIN CATEGORIA;TESORO, 31, 3º A;CALLE;del Tesoro;31;;;;3;A;28004;Madrid;VT-12012
VIVIENDAS DE USO TU;SIN CATEGORIA;AV. VALENCIA, 24, BAJO NAVALCARNERO;AVDA;Valencia;24;;;;BAJO;;28600;Navalcarnero;VT-12013
VIVIENDAS DE USO TU;SIN CATEGORIA;ESPEJO, 9, 4º 1;CALLE;del Espejo;9;;;;4;1;28013;Madrid;VT-12014
VIVIENDAS DE USO TU;SIN CATEGORIA;COMERCIO, 8, PORTAL D, 4º B;CALLE;del Comercio;8;;;;4;B;;Madrid;VT-12016
VIVIENDAS DE USO TU;SIN CATEGORIA;PRINCIPE DE ANGLONA, 1 BAJO DCHA.;CALLE;del Príncipe Anglona;1;;;;BAJO;PTA. D;28005;Madrid;VT-12017
VIVIENDAS DE USO TU;SIN CATEGORIA;RUDA, 16-1º PTA. IZQ.;CALLE;de la Ruda;16;;;;1;PTA. I;28005;Madrid;VT-12018
VIVIENDAS DE USO TU;SIN CATEGORIA;PRINCIPE, 15-1º PTA. 4;CALLE;del Príncipe;15;;;;1;PTA. 4;28012;Madrid;VT-12019
VIVIENDAS DE USO TU;SIN CATEGORIA;PRINCIPE, 15-1º PTA 13;CALLE;del Príncipe;15;;;;1;PTA. 1;28012;Madrid;VT-12020
VIVIENDAS DE USO TU;SIN CATEGORIA;PRINCIPE, 15-2º PTA. 8;CALLE;del Príncipe;15;;;;2;PTA. 8;28012;Madrid;VT-12021
VIVIENDAS DE USO TU;SIN CATEGORIA;CALATRAVA, 18-2º PTA. EXT. I;CALLE;de Calatrava;18;;;;2;PTA. E;28005;Madrid;VT-12022
VIVIENDAS DE USO TU;SIN CATEGORIA;CALATRAVA, 18-3º PTA. INT. D;CALLE;de Calatrava;18;;;;3;PTA.IN;28005;Madrid;VT-12023
VIVIENDAS DE USO TU;SIN CATEGORIA;MORATALAZ, Nº 67, 1º IZ;AVDA;de Moratalaz;67;;;;1;IZ;28030;Madrid;VT-12607
VIVIENDAS DE USO TU;SIN CATEGORIA;AMPARO, Nº 74, 1º B;CALLE;del Amparo;74;;;;1;B;28012;Madrid;VT-12608
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN ILDEFONSO, Nº 5, 2º A;PLAZA;de San Ildefonso;5;;;;2;A;28004;Madrid;VT-12610
VIVIENDAS DE USO TU;SIN CATEGORIA;VELAZQUEZ, 59, 5º CD;CALLE;de Velázquez;59;;;;5;CD;;Madrid;VT-12611
VIVIENDAS DE USO TU;SIN CATEGORIA;Nº 14, SS-0;CALLE;de Rodas;14;;;;SS;0;28005;Madrid;VT-12612
VIVIENDAS DE USO TU;SIN CATEGORIA;INVERSIONES NUEVA GRANADA, SL;CALLE;de Moratín;46;;;;BAJO;A;28014;Madrid;VT-12613
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN ENRIQUE, Nº 20, 2º 1;CALLE;de San Enrique;20;;;;2;1;28020;Madrid;VT-12614
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN ENRIQUE, Nº 20, 2º 2;CALLE;de San Enrique;20;;;;2;2;28020;Madrid;VT-12615
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN ENRIQUE, Nº 20, 2º 3;CALLE;de San Enrique;20;;;;2;3;28020;Madrid;VT-12616
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN BERNANRDO, Nº 85, 4º IZ;CALLE;de San Bernardo;85;;;;4;IZ;;Madrid;VT-12620
VIVIENDAS DE USO TU;SIN CATEGORIA;SANCHO DAVILA, Nº 18, 6º AB;CALLE;de Sancho Dávila;18;;;;6;AB;28028;Madrid;VT-12621
VIVIENDAS DE USO TU;SIN CATEGORIA;ARROYO, Nº 33, BAJO 119;CALLE;del Arroyo;33;;;;BAJO;119;28294;Robledo de Chavela;VT-12624
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN MARCOS, Nº 17, 1º YD;CALLE;de San Marcos;17;;;;1;YD;28004;Madrid;VT-12625
VIVIENDAS DE USO TU;SIN CATEGORIA;JUAN DUQUE, Nº 3, ESC. INT. 1º DCHA.;CALLE;de Juan Duque;3;;;;1;DCHA;28005;Madrid;VT-12626
VIVIENDAS DE USO TU;SIN CATEGORIA;RAFAEL CALVO, Nº 7, ESC. IZ., 6º C;CALLE;de Rafael Calvo;7;;;IZQ;6;C;28010;Madrid;VT-12627
VIVIENDAS DE USO TU;SIN CATEGORIA;FUENCARRAL, Nº 14, 3º C;CALLE;de Fuencarral;14;;;;3;C;;Madrid;VT-12628
VIVIENDAS DE USO TU;SIN CATEGORIA;MINISTRILES, Nº 7, BAJO DCHA.;CALLE;de Ministriles;7;;;;BAJO;DCHA;28012;Madrid;VT-12629
VIVIENDAS DE USO TU;SIN CATEGORIA;NAVAS DE TOLOSA, Nº 8, 1º IZ;CALLE;de las Navas de Tolosa;8;;;;1;IZ;28013;Madrid;VT-12630
VIVIENDAS DE USO TU;SIN CATEGORIA;LOMBIA, Nº 7, ESC.3, 3º C IZQ;CALLE;de Lombía;7;;;3;3;C IZQ;28009;Madrid;VT-12631
VIVIENDAS DE USO TU;SIN CATEGORIA;AMOR DE DIOS, Nº 13, ESC. EXT. 4º 5;CALLE;del Amor de Dios;13;;;EXT;4;5;28014;Madrid;VT-12632
VIVIENDAS DE USO TU;SIN CATEGORIA;FLORENCIO LLORENTE, Nº 8, SS DCHA;CALLE;de Florencio Llorente;8;;;;SS;DCHA;28027;Madrid;VT-12633
VIVIENDAS DE USO TU;SIN CATEGORIA;RUIZ, Nº 13, 5º D;CALLE;de Ruiz;13;;;;5;D;;Madrid;VT-12634
VIVIENDAS DE USO TU;SIN CATEGORIA;CONDE DE MIRANDA, Nº 1, 1º 12;CALLE;del Conde de Miranda;1;;;;1;12;28005;Madrid;VT-12637
VIVIENDAS DE USO TU;SIN CATEGORIA;CEBADA, Nº 14, 3º IZ;PLAZA;de la Cebada;14;;;;3;IZ;28005;Madrid;VT-12638
VIVIENDAS DE USO TU;SIN CATEGORIA;M-302, KM. 7,8;CTRA;M-302;7,8;;;;;;28530;Morata de Tajuña;VT-12639
VIVIENDAS DE USO TU;SIN CATEGORIA;SALITRE, Nº 24, BAJO IZ.;CALLE;de Salitre;24;;;;BAJO;IZ;28012;Madrid;VT-12640
VIVIENDAS DE USO TU;SIN CATEGORIA;AGUSTIN DURAN, Nº 5, 1º A;CALLE;de Agustín Durán;5;;;;1;A;28028;Madrid;VT-12641
VIVIENDAS DE USO TU;SIN CATEGORIA;ALCALA, Nº 194, 1º IZQ;CALLE;de Alcalá;194;;;;1;IZQ;;Madrid;VT-12642
VIVIENDAS DE USO TU;SIN CATEGORIA;CARRERA DE SAN FRANCISCO, Nº 3, BAJO IZQ.;CRA;de San Francisco;3;;;;BAJO;IZQ;28005;Madrid;VT-12643
VIVIENDAS DE USO TU;SIN CATEGORIA;LA PONDEROSA, Nº 39;AVDA;de la Ponderosa;39;;;;;;28492;Manzanares el Real;VT-12644
APARTAMENTO RURAL;APARTAMENTO RURAL;RASCAFRÍA;CALLE;DEL REVENTÓN;42;;;;00;;28740;Rascafría;TR-384
CASA RURAL;CASA RURAL;CASA RURAL SAN ISIDRO;CALLE;de los Mesones;18;;;;;;28170;Valdepiélagos;TR-385
HOTEL;3-HOTEL;HOTEL HAMPTON BY HILTON ALCOBENDAS;AVDA;Fernando Alonso;4;;;;;;28108;Alcobendas;HM-4932
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Mataró;25;;;;;;28034;Madrid;VT-13311
VIVIENDAS DE USO TU;SIN CATEGORIA;CALATRAVA, 18 BAJO PTA. EXT. D;CALLE;de Calatrava;18;;;;BAJO;PTA.EX;28005;Madrid;VT-12024
VIVIENDAS DE USO TU;SIN CATEGORIA;BARCO, 25-2º PTA. DCHA.;CALLE;del Barco;25;;;;2;PTA. D;28004;Madrid;VT-12027
VIVIENDAS DE USO TU;SIN CATEGORIA;PASEO GENERAL MARTINEZ CAMPOS, 21 7º ESC. A PTA .A;PASEO;del General Martínez Campos;21;;;;ESC.A,;A;28010;Madrid;VT-12028
VIVIENDAS DE USO TU;SIN CATEGORIA;FERNANDEZ DE LA HOZ, 6-4º ESC.EXT. PTA. IZQ.;CALLE;de Fernández de la Hoz;6;;;;ESC.EX;PTA. I;;Madrid;VT-12029
VIVIENDAS DE USO TU;SIN CATEGORIA;TORRECILLA DEL LEAL, 5-1º A;CALLE;de Torrecilla del Leal;5;;;;1;A;28012;Madrid;VT-12035
VIVIENDAS DE USO TU;SIN CATEGORIA;TORRECILLA DEL LEAL, 5-1º B;CALLE;de Torrecilla del Leal;5;;;;1;B;28012;Madrid;VT-12036
VIVIENDAS DE USO TU;SIN CATEGORIA;TORRECILLA DEL LEAL, 5-2º A;CALLE;de Torrecilla del Leal;5;;;;2;A;28012;Madrid;VT-12037
VIVIENDAS DE USO TU;SIN CATEGORIA;TORRECILLA DEL LEAL, 5-2º B;CALLE;de Torrecilla del Leal;5;;;;2;B;28012;Madrid;VT-12038
VIVIENDAS DE USO TU;SIN CATEGORIA;TORRECILLA DEL LEAL, 5-3º A;CALLE;de Torrecilla del Leal;5;;;;3;A;28012;Madrid;VT-12039
VIVIENDAS DE USO TU;SIN CATEGORIA;TORRECILLA DEL LEAL, 5-4º B;CALLE;de Torrecilla del Leal;5;;;;4;B;28012;Madrid;VT-12040
VIVIENDAS DE USO TU;SIN CATEGORIA;TORRECILLA DEL LEAL, 5-4º A;CALLE;de Torrecilla del Leal;5;;;;4;A;28012;Madrid;VT-12041
VIVIENDAS DE USO TU;SIN CATEGORIA;TORRECILLA DEL LEAL, 5-3º B;CALLE;de Torrecilla del Leal;5;;;;3;B;28012;Madrid;VT-12042
VIVIENDAS DE USO TU;SIN CATEGORIA;NUÑEZ DE BALBOA 11, 6º D;CALLE;de Núñez de Balboa;11;;;;6;D;;Madrid;VT-12043
VIVIENDAS DE USO TU;SIN CATEGORIA;DEPOSITO 4;CALLE;del Depósito;4;;;;;;28293;Zarzalejo;VT-12044
VIVIENDAS DE USO TU;SIN CATEGORIA;OLIVAR, 31, 2º INT. DCHA.;CALLE;del Olivar;31;;;;2;INT DC;28012;Madrid;VT-12045
VIVIENDAS DE USO TU;SIN CATEGORIA;NUÑEZ DE BALBOA, 11, 5º D;CALLE;de Núñez de Balboa;11;;;;5;D;;Madrid;VT-12046
VIVIENDAS DE USO TU;SIN CATEGORIA;AUGUSTO FIGUEROA, 17, 2º 3;CALLE;de Augusto Figueroa;17;;;;2;3;28004;Madrid;VT-12047
VIVIENDAS DE USO TU;SIN CATEGORIA;ALFONSO X, 4, 2º 2;CALLE;de Alfonso X;4;;;;2;2;28010;Madrid;VT-12048
VIVIENDAS DE USO TU;SIN CATEGORIA;ANDRES MELLADO, 3, 1º IZ;CALLE;de Andrés Mellado;3;;;;1;IZ;;Madrid;VT-12049
VIVIENDAS DE USO TU;SIN CATEGORIA;LOPEZ DE HOYOS, 60, 4º 2;CALLE;de López de Hoyos;60;;;;4;2;;Madrid;VT-12050
VIVIENDAS DE USO TU;SIN CATEGORIA;GENERAL PARDIÑAS, 46, BAJO G;CALLE;del General Pardiñas;46;;;;BAJO;G;;Madrid;VT-12051
VIVIENDAS DE USO TU;SIN CATEGORIA;INFANTAS, 12, 2º D;CALLE;de las Infantas;12;;;;2;D;28004;Madrid;VT-12052
VIVIENDAS DE USO TU;SIN CATEGORIA;PONZANO, 51, ESC. EXT., 1º IZDA;CALLE;de Ponzano;51;;;;ESC.EX;IZDA;;Madrid;VT-12053
VIVIENDAS DE USO TU;SIN CATEGORIA;BARRAFON, 18, 2º IZ;CALLE;de Barrafón;18;;;;2;IZ;28011;Madrid;VT-12054
VIVIENDAS DE USO TU;SIN CATEGORIA;DOCTOR SALGADO, 67, AT - A;CALLE;del Doctor Salgado;67;;;;AT;A;28038;Madrid;VT-12057
VIVIENDAS DE USO TU;SIN CATEGORIA;PERLA, 13, ESC. 1 3º B;AVDA;de la Perla;13;;;;ESC.1;B;28041;Madrid;VT-12058
VIVIENDAS DE USO TU;SIN CATEGORIA;CEDROS, 63, BAJO C;CALLE;de los Cedros;63;;;;BAJO;C;28029;Madrid;VT-12059
VIVIENDAS DE USO TU;SIN CATEGORIA;VENTURA DE LA VEGA, 10, 3º C;CALLE;de Ventura de la Vega;10;;;;3;C;28014;Madrid;VT-12060
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ISABEL, 21 3º A;CALLE;de Santa Isabel;21;;;;3;A;28012;Madrid;VT-12061
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ISABEL,21 3º B;CALLE;de Santa Isabel;21;;;;3;B;28012;Madrid;VT-12062
VIVIENDAS DE USO TU;SIN CATEGORIA;MALDONADAS, Nº 1, 2º A;CALLE;de las Maldonadas;1;;;;2;A;28005;Madrid;VT-12645
VIVIENDAS DE USO TU;SIN CATEGORIA;PALOMA, Nº 6, BAJO BIS A;CALLE;de la Paloma;6;;;;BAJO;BIS A;28005;Madrid;VT-12647
VIVIENDAS DE USO TU;SIN CATEGORIA;DOCTOR LAGUNA, Nº 2, BAJO C;PLAZA;del Doctor Laguna;2;;;;BAJO;C;28009;Madrid;VT-12648
VIVIENDAS DE USO TU;SIN CATEGORIA;AMPARO, Nº 86, 1º 4;CALLE;del Amparo;86;;;;1;4;28012;Madrid;VT-12649
VIVIENDAS DE USO TU;SIN CATEGORIA;PERLA, Nº 15, ESC. 2, 1º B;AVDA;de la Perla;15;;;B;1;B;28041;Madrid;VT-12650
VIVIENDAS DE USO TU;SIN CATEGORIA;MENDIVIL, Nº 9, 2º D;CALLE;de Mendívil;9;;;;2;D;28038;Madrid;VT-12652
VIVIENDAS DE USO TU;SIN CATEGORIA;DIVINO PASTOR, BAJO L DCHA.;CALLE;del Divino Pastor;18;;;;BAJO;L DCHA;28004;Madrid;VT-12653
VIVIENDAS DE USO TU;SIN CATEGORIA;ILUSTRACION, Nº 10, SOTANO 6;CALLE;de la Ilustración;10;;;;SOTANO;6;28008;Madrid;VT-12654
VIVIENDAS DE USO TU;SIN CATEGORIA;JERTE, Nº 8, BAJO C;CALLE;de Jerte;8;;;;BAJO;C;28005;Madrid;VT-12655
VIVIENDAS DE USO TU;SIN CATEGORIA;ALONDRA, Nº 19;CALLE;de la Alondra;19;;;;;;28470;Cercedilla;VT-12656
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ISABEL, Nº 35, 1º INT. DCHA.;CALLE;de Santa Isabel;35;;;;1;INT.DC;28012;Madrid;VT-12658
VIVIENDAS DE USO TU;SIN CATEGORIA;LINNEO, Nº 3, ESC. B 3º;CALLE;de Linneo;3;;;B;3;;28005;Madrid;VT-12659
VIVIENDAS DE USO TU;SIN CATEGORIA;VICTORIA, Nº 3, 3º 4;CALLE;de la Victoria;3;;;;3;4;28012;Madrid;VT-12660
VIVIENDAS DE USO TU;SIN CATEGORIA;CASTELLO, Nº 10, ESC. INT. 3º IZ;CALLE;de Castelló;10;;;INT;3;IZ;;Madrid;VT-12661
VIVIENDAS DE USO TU;SIN CATEGORIA;MAYOR, Nº 1, 4º 22;CALLE;Mayor;1;;;;4;22;28013;Madrid;VT-12662
VIVIENDAS DE USO TU;SIN CATEGORIA;NUÑEZ DE ARCE, Nº 10, 2º D;CALLE;de Núñez de Arce;10;;;;2;D;28012;Madrid;VT-12663
VIVIENDAS DE USO TU;SIN CATEGORIA;LUIS VELEZ DE GUEVARA, Nº 4, 3º C;CALLE;de Luis Vélez de Guevara;4;;;;3;C;28012;Madrid;VT-12664
VIVIENDAS DE USO TU;SIN CATEGORIA;NUÑEZ DE ARCE, Nº 9, ESC. INT. BAJO D;CALLE;de Núñez de Arce;9;;;INT;BAJO;D;28012;Madrid;VT-12665
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ANA, Nº 5, 1º D;CALLE;de Santa Ana;5;;;;1;D;28005;Madrid;VT-12666
VIVIENDAS DE USO TU;SIN CATEGORIA;TOMAS REDONDO, Nº 3, BAJO 3;CALLE;de Tomás Redondo;3;;;;BAJO;3;28033;Madrid;VT-12667
VIVIENDAS DE USO TU;SIN CATEGORIA;PELAYO, Nº 32, 3º A;CALLE;de Pelayo;32;;;;3;A;28004;Madrid;VT-12669
VIVIENDAS DE USO TU;SIN CATEGORIA;EZEQUIEL SOLANA, Nº 118, 4º A;CALLE;de Ezequiel Solana;118;;;;4;A;28017;Madrid;VT-12670
VIVIENDAS DE USO TU;SIN CATEGORIA;HORTALEZA, Nº 96, 4º F;CALLE;de Hortaleza;96;;;;4;F;28004;Madrid;VT-12672
VIVIENDAS DE USO TU;SIN CATEGORIA;PASEO DE LAS DELICIAS, Nº 12, ESC. INT., 5º D;PASEO;de las Delicias;12;;;;ESC.IN;D;28045;Madrid;VT-12673
VIVIENDAS DE USO TU;SIN CATEGORIA;PASEO DE LAS DELICIAS, Nº 62, ESC. EXT., 1º D;PASEO;de las Delicias;62;;;EXT;1;D;28045;Madrid;VT-12674
VIVIENDAS DE USO TU;SIN CATEGORIA;LOPE DE VEGA, Nº 7, 1º I;CALLE;de Lope de Vega;7;;;;1;I;28014;Madrid;VT-12675
VIVIENDAS DE USO TU;SIN CATEGORIA;MEDIODIA GRANDE, Nº 14, BAJO;CALLE;del Mediodía Grande;14;;;;BAJO;;28005;Madrid;VT-12678
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTO DOMINGO, Nº 12, 4º IZQ;CUSTA;de Santo Domingo;12;;;;4;IZQ;28013;Madrid;VT-12680
VIVIENDAS DE USO TU;SIN CATEGORIA;DOCE DE OCTUBRE, Nº 12, 4º D;CALLE;del Doce de Octubre;12;;;;4;D;28009;Madrid;VT-12681
VIVIENDAS DE USO TU;SIN CATEGORIA;CONCEPCION ARENAL, Nº 10, BAJO;CALLE;de Concepción Arenal;10;;;;BAJO;;28330;San Martín de la Vega;VT-12683
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;LOS CHOPOS;12;;;;;;28680;San Martín de Valdeiglesias;VT-13256
HOTEL;4-HOTEL;HOTEL INFANTAS;CALLE;de las Infantas;29;;;;;;28004;Madrid;HM-4500
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;DE LA CONCEPCION;14;;;;;;;Villamanrique de Tajo;VT-13288
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ISABEL, 21 3º C;CALLE;de Santa Isabel;21;;;;3;C;28012;Madrid;VT-12063
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ISABEL, 21 3º D;CALLE;de Santa Isabel;21;;;;3;D;28012;Madrid;VT-12064
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ISABEL, 21 3º E;CALLE;de Santa Isabel;21;;;;3;E;28012;Madrid;VT-12065
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ISABEL, 21 4º B;CALLE;de Santa Isabel;21;;;;4;B;28012;Madrid;VT-12066
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ISABEL, 21 4º C;CALLE;de Santa Isabel;21;;;;4;C;28012;Madrid;VT-12067
VIVIENDAS DE USO TU;SIN CATEGORIA;IRIARTE, 45 BAJO IZDA. A;CALLE;de Iriarte;45;;;Izda.;Bajo;A;28028;Madrid;VT-12068
VIVIENDAS DE USO TU;SIN CATEGORIA;IRIARTE, 45 1º IZDA. A;CALLE;de Iriarte;45;;;IZQ.;1;A;28028;Madrid;VT-12069
VIVIENDAS DE USO TU;SIN CATEGORIA;IRIARTE, 45 2º A;CALLE;de Iriarte;45;;;;2;A;28028;Madrid;VT-12070
VIVIENDAS DE USO TU;SIN CATEGORIA;IRIARTE, 45 3º A;CALLE;de Iriarte;45;;;;3;A;28028;Madrid;VT-12071
VIVIENDAS DE USO TU;SIN CATEGORIA;IRIARTE, 45 4º A;CALLE;de Iriarte;45;;;;4;A;28028;Madrid;VT-12072
VIVIENDAS DE USO TU;SIN CATEGORIA;BRETON DE LOS HERREROS, 36 2º DCHA.;CALLE;de Bretón de los Herreros;36;;;;2;DCHA.;28003;Madrid;VT-12075
VIVIENDAS DE USO TU;SIN CATEGORIA;BRETON DE LOS HERREROS, 36 BAJO IZDA.;CALLE;de Bretón de los Herreros;36;;;;BAJO;IZDA.;28003;Madrid;VT-12076
VIVIENDAS DE USO TU;SIN CATEGORIA;MORATIN, 42 BAJO DCHA.;CALLE;de Moratín;42;;;;BAJO;DCHA.;28014;Madrid;VT-12078
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 6 1º IZDA.;CALLE;de Cervantes;6;;;;1º;IZDA.;28014;Madrid;VT-12079
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 6 1º DCHA.;CALLE;de Cervantes;6;;;;1;CHA.;28014;Madrid;VT-12080
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 6 2º IZDA.;CALLE;de Cervantes;6;;;;2;IZDA.;28014;Madrid;VT-12081
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 6 2º DCHA.;CALLE;de Cervantes;6;;;;2;DCHA.;28014;Madrid;VT-12082
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 6 3º IZDA.;CALLE;de Cervantes;6;;;;3;IZDA.;28014;Madrid;VT-12083
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 6 3º DCHA.;CALLE;de Cervantes;6;;;;3;DCHA.;28014;Madrid;VT-12084
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 6 4º DUPLEX IZQ.;CALLE;de Cervantes;6;;;;4 DUPL;IZDA.;28014;Madrid;VT-12085
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 6 4º DUPLEX. DCHA.;CALLE;de Cervantes;6;;;;4 DUPL;DCHA.;28014;Madrid;VT-12086
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 12 1º DCHA.;CALLE;de Cervantes;12;;;;1;DCHA.;28014;Madrid;VT-12087
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 12 1º IZQ.;CALLE;de Cervantes;12;;;;1;IZDA.;28014;Madrid;VT-12088
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 12 2º DCHA.;CALLE;de Cervantes;12;;;;2;DCHA.;28014;Madrid;VT-12089
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 12 2º IZDA.;CALLE;de Cervantes;12;;;;2;IZDA.;28014;Madrid;VT-12090
VIVIENDAS DE USO TU;SIN CATEGORIA;CERVANTES, 12 3º DCHA.;CALLE;de Cervantes;12;;;;3;DCHA.;28014;Madrid;VT-12091
