alojamiento_tipo;categoria;denominacion;via_tipo;via_nombre;numero;bloque;portal;escalera;planta;puerta;cdpostal;localidad;signatura
VIVIENDAS DE USO TU;SIN CATEGORIA;ESTUDIO COSTANILLA DE LOS ANGELES;CSTAN;de los Ángeles;15;;;;3;D;28013;Madrid;VT-1945
VIVIENDAS DE USO TU;SIN CATEGORIA;LAS CAROLINAS;CALLE;de las Carolinas;4;;;;2;DCHA;28039;Madrid;VT-1949
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE III;CALLE;del General Álvarez de Castro;16;;;;3;A;28010;Madrid;VT-926
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE IV;CALLE;del General Álvarez de Castro;16;;;;3;D;28010;Madrid;VT-927
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE IX;CALLE;del General Álvarez de Castro;16;;;;1;B;28010;Madrid;VT-928
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE V;CALLE;del General Álvarez de Castro;16;;;;4;A;28010;Madrid;VT-929
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE VI;CALLE;del General Álvarez de Castro;16;;;;4;D;28010;Madrid;VT-930
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE VII;CALLE;del General Álvarez de Castro;16;;;;1;A;28010;Madrid;VT-931
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE VIII;CALLE;del General Álvarez de Castro;16;;;;1;D;28010;Madrid;VT-932
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE X;CALLE;del General Álvarez de Castro;16;;;;1;C;28010;Madrid;VT-933
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE XI;CALLE;del General Álvarez de Castro;16;;;;2;C;28010;Madrid;VT-934
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE XII;CALLE;del General Álvarez de Castro;16;;;;3;C;28010;Madrid;VT-935
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE XIII;CALLE;del General Álvarez de Castro;16;;;;4;D;28010;Madrid;VT-936
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE XIV;CALLE;del General Álvarez de Castro;16;;;;4;C;28010;Madrid;VT-937
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE XV;CALLE;del General Álvarez de Castro;16;;;;2;B;28010;Madrid;VT-938
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE XVI;CALLE;del General Álvarez de Castro;16;;;;3;B;28010;Madrid;VT-939
VIVIENDAS DE USO TU;SIN CATEGORIA;PLAZA MAYOR CONFORT I;CALLE;Imperial;4;;;;2;;28012;Madrid;VT-950
VIVIENDAS DE USO TU;SIN CATEGORIA;PLAZA MAYOR III;CALLE;Imperial;3;;;;3;A;28012;Madrid;VT-952
VIVIENDAS DE USO TU;SIN CATEGORIA;PLAZA MAYOR VI;CALLE;de Concepción Jerónima;5;;;;4;IZDA.;28012;Madrid;VT-954
VIVIENDAS DE USO TU;SIN CATEGORIA;PRADO IV;CALLE;del Prado;16;;;;4;1;28014;Madrid;VT-956
VIVIENDAS DE USO TU;SIN CATEGORIA;PRINCESA;PLAZA;de Cristino Martos;2;;;;4;;28015;Madrid;VT-959
VIVIENDAS DE USO TU;SIN CATEGORIA;CALLE MANUEL DE FALLA 5;CALLE;Manuel de Falla;5;;;;BAJO;A;28224;Pozuelo de Alarcón;VT-1305
VIVIENDAS DE USO TU;SIN CATEGORIA;ANCORA 22;CALLE;de Áncora;22;;;1;1;1;28045;Madrid;VT-1306
VIVIENDAS DE USO TU;SIN CATEGORIA;REINA 27;CALLE;de la Reina;27;;;;3;D;28004;Madrid;VT-1308
VIVIENDAS DE USO TU;SIN CATEGORIA;ESTUDIO RIVERS;PLAZA;de los Mostenses;11;;;;1;10;28015;Madrid;VT-1309
VIVIENDAS DE USO TU;SIN CATEGORIA;ESTUDIO ALIVE;CALLE;de la Montera;4;;;;54;1;28013;Madrid;VT-1311
VIVIENDAS DE USO TU;SIN CATEGORIA;APARTAMENTO ENVIE;CALLE;de la Montera;4;;;;4;3;28013;Madrid;VT-1312
VIVIENDAS DE USO TU;SIN CATEGORIA;ESTUDIOS 5, 2A;CALLE;de los Estudios;5;;;;2;A;28012;Madrid;VT-1314
VIVIENDAS DE USO TU;SIN CATEGORIA;SUITE SAN BERNARDO;CALLE;de San Bernardo;38;;;;2;2;28015;Madrid;VT-1318
VIVIENDAS DE USO TU;SIN CATEGORIA;ESTUDIOS 5, 2B;CALLE;de los Estudios;5;;;;2;B;28012;Madrid;VT-1319
VIVIENDAS DE USO TU;SIN CATEGORIA;CORREDERA BAJA DE SAN PABLO, 21, 1C;CALLE;de la Corredera Baja de San Pablo;21;;;;1;C;28004;Madrid;VT-1320
VIVIENDAS DE USO TU;SIN CATEGORIA;LUISA FERNANDA 9;CALLE;de Luisa Fernanda;9;;;CTRO.;5;;28008;Madrid;VT-1635
VIVIENDAS DE USO TU;SIN CATEGORIA;RONDA SEGOVIA 11;RONDA;de Segovia;11;;;;2;4;28005;Madrid;VT-1636
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN GINES DERECHA;PZO;de San Ginés;5;;;;3;DCHA;28013;Madrid;VT-1638
VIVIENDAS DE USO TU;SIN CATEGORIA;REINABY FOREVER APARTMENTS;CALLE;de la Reina;11;;;;2;DCHA;28004;Madrid;VT-1639
VIVIENDAS DE USO TU;SIN CATEGORIA;ATICO PRINCESA;CALLE;de Juan Álvarez Mendizábal;31;;;;6;DCHA;28008;Madrid;VT-1641
VIVIENDAS DE USO TU;SIN CATEGORIA;APARTAMENTO SM8;CALLE;de San Mateo;8;;;;4;A;28004;Madrid;VT-1642
VIVIENDAS DE USO TU;SIN CATEGORIA;COMANDANTE LAS MORERAS 5;PLAZA;del Comandante las Morenas;5;;;;5;C;28013;Madrid;VT-1643
VIVIENDAS DE USO TU;SIN CATEGORIA;LA COLEGIATA;CALLE;de la Colegiata;4;;;Ext.;2;Dcha.;28012;Madrid;VT-1644
VIVIENDAS DE USO TU;SIN CATEGORIA;C/ NAVAS DE TOLOSA, Nº 4, 3º C;CALLE;de las Navas de Tolosa;4;;;;3;C;28013;Madrid;VT-1952
VIVIENDAS DE USO TU;SIN CATEGORIA;LAVAPIES 26 1º 2A;CALLE;de Lavapiés;26;;;;1;2A;28012;Madrid;VT-1955
VIVIENDAS DE USO TU;SIN CATEGORIA;AYALA 10, 2º DCHA;CALLE;de Ayala;10;;;;2;D;;Madrid;VT-1958
VIVIENDAS DE USO TU;SIN CATEGORIA;LERIDA 21;CALLE;de Lérida;21;;;;2;B;28020;Madrid;VT-1961
VIVIENDAS DE USO TU;SIN CATEGORIA;LA CHULAPONA 3, 11º D;CALLE;de La Chulapona;3;;;;11;D;28041;Madrid;VT-1962
VIVIENDAS DE USO TU;SIN CATEGORIA;ENRIQUE TROMPETA 6, 3º 2;CALLE;de Enrique Trompeta;6;;;;3;2;28045;Madrid;VT-1964
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Calatrava;18;;;EXT;3;DCHA;28005;Madrid;VT-1905
CASA RURAL;CASA RURAL;FINCA EL CERRILLO;CALLE;CAMINO DE LA CERCA;1;;;;;;28729;Navalafuente;TR-437
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;Gran Vía;16;;;;5;IZDA;28013;Madrid;VT-1933
VIVIENDAS DE USO TU;SIN CATEGORIA;PRINCIPE TERRACE;CALLE;del Príncipe;16;;;;1;D;28012;Madrid;VT-960
VIVIENDAS DE USO TU;SIN CATEGORIA;RETIRO I;CALLE;de O'Donnell;27;;;;2;IZDA.;;Madrid;VT-963
VIVIENDAS DE USO TU;SIN CATEGORIA;SALAMANCA CONFORT I;CALLE;de Padilla;53;;;INT;1;C;28006;Madrid;VT-967
VIVIENDAS DE USO TU;SIN CATEGORIA;SALAMANCA CONFORT II;CALLE;de Londres;18;;;;3;DCHA.;28028;Madrid;VT-968
VIVIENDAS DE USO TU;SIN CATEGORIA;SALAMANCA CONFORT III;CALLE;de Ayala;113;;;IZDA;3;C;;Madrid;VT-969
VIVIENDAS DE USO TU;SIN CATEGORIA;SALMANCA CONFORT IV;CALLE;de Ayala;113;;;DCHA;3;C;;Madrid;VT-970
VIVIENDAS DE USO TU;SIN CATEGORIA;CAVA DE SAN MIGUEL 6, 4º DCHA D;CALLE;de la Cava de San Miguel;6;;;DCHA;4;D;28005;Madrid;VT-973
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ANA I;CALLE;de las Huertas;3;;;;3;I;;Madrid;VT-975
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ANA II;CALLE;de las Huertas;3;;;;3;II;;Madrid;VT-976
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ANA III;CALLE;de las Huertas;3;;;;3;III;;Madrid;VT-977
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ANA IV;CALLE;de las Huertas;3;;;;3;IV;;Madrid;VT-978
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ANA V;CALLE;de las Huertas;3;;;;3;V;;Madrid;VT-979
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ANA VI;CALLE;de las Huertas;3;;;;3;VI;;Madrid;VT-980
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ANA VII;CALLE;de las Huertas;3;;;;3;VII;;Madrid;VT-981
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA ANA VIII;CALLE;de las Huertas;3;;;;3;VIII;;Madrid;VT-982
VIVIENDAS DE USO TU;SIN CATEGORIA;ESTUDIO MOSTENSES 2-20;PLAZA;de los Mostenses;11;;;;2;20;28015;Madrid;VT-1321
VIVIENDAS DE USO TU;SIN CATEGORIA;ESTUDIO DREAMS;PLAZA;de los Mostenses;11;;;;5;1;28015;Madrid;VT-1322
VIVIENDAS DE USO TU;SIN CATEGORIA;ESTUDIOS 5, 5C;CALLE;de los Estudios;5;;;;5;C;28012;Madrid;VT-1323
VIVIENDAS DE USO TU;SIN CATEGORIA;ISABEL LA CATOLICA 19;CALLE;de Isabel la Católica;19;;;;4;B;28013;Madrid;VT-1324
VIVIENDAS DE USO TU;SIN CATEGORIA;DAROCA 58;AVDA;de Daroca;58;;;;3;B;28017;Madrid;VT-1325
VIVIENDAS DE USO TU;SIN CATEGORIA;ESTUDIO SUNSET;CALLE;de Fuencarral;55;;;;4;D-3;28004;Madrid;VT-1326
VIVIENDAS DE USO TU;SIN CATEGORIA;SUITES ESTUDIO 4;CALLE;de San Bernardo;38;;;;2;4;28015;Madrid;VT-1327
VIVIENDAS DE USO TU;SIN CATEGORIA;SUITES ESTUDIO 3;CALLE;de San Bernardo;38;;;;2;3;28015;Madrid;VT-1329
VIVIENDAS DE USO TU;SIN CATEGORIA;SUITES ESTUDIO 4;CALLE;de San Bernardo;38;;;;2;4;28015;Madrid;VT-1330
VIVIENDAS DE USO TU;SIN CATEGORIA;MORATIN 42;CALLE;de Moratín;42;;;;3;D;28014;Madrid;VT-1331
VIVIENDAS DE USO TU;SIN CATEGORIA;JERONIMO DE LA QUINTANA 7;CALLE;de Jerónimo de la Quintana;7;;;;3;A;28010;Madrid;VT-1332
VIVIENDAS DE USO TU;SIN CATEGORIA;ESTUDIO BABEL 1;PLAZA;de los Mostenses;11;;;;5;20;28015;Madrid;VT-1333
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA AGUEDA 1;CALLE;de Santa Águeda;1;;;;3;I;28004;Madrid;VT-1334
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN GINES 5 3º IZDA;PZO;de San Ginés;5;;;;3;IZDA;28013;Madrid;VT-1340
VIVIENDAS DE USO TU;SIN CATEGORIA;CAVA BAJA 30;CALLE;de la Cava Baja;30;;;Ppal;5;D;28005;Madrid;VT-1341
VIVIENDAS DE USO TU;SIN CATEGORIA;SMARTSRENTALS ATOCHA;CALLE;de Santa María;36;;;;1;A;28014;Madrid;VT-1664
VIVIENDAS DE USO TU;SIN CATEGORIA;SMARTSRENTALS ATOCHA;CALLE;de Santa María;36;;;;1;D;28014;Madrid;VT-1665
VIVIENDAS DE USO TU;SIN CATEGORIA;SMARTSRENTALS ATOCHA;CALLE;de Santa María;36;;;;2;A;28014;Madrid;VT-1666
VIVIENDAS DE USO TU;SIN CATEGORIA;SMARTSRENTALS ATOCHA;CALLE;de Santa María;36;;;;3;A;28014;Madrid;VT-1667
VIVIENDAS DE USO TU;SIN CATEGORIA;SMARTSRENTALS ATOCHA;CALLE;de Santa María;10;;;;4;A;28014;Madrid;VT-1668
VIVIENDAS DE USO TU;SIN CATEGORIA;SMARTSRENTALS ATOCHA;CALLE;de Santa María;36;;;;4;B;28014;Madrid;VT-1669
VIVIENDAS DE USO TU;SIN CATEGORIA;SMARTSRENTALS ATOCHA;CALLE;de Santa María;36;;;;4;C;28014;Madrid;VT-1670
VIVIENDAS DE USO TU;SIN CATEGORIA;SMARTSRENTALS ATOCHA;CALLE;de Santa María;36;;;;4;D;28014;Madrid;VT-1671
VIVIENDAS DE USO TU;SIN CATEGORIA;SMARTSRENTALS ATOCHA;CALLE;de Santa María;36;;;;4;E;28014;Madrid;VT-1672
VIVIENDAS DE USO TU;SIN CATEGORIA;RONDA DE SEGOVIA 10, 3º D;RONDA;de Segovia;10;;;;3;D;28005;Madrid;VT-1971
VIVIENDAS DE USO TU;SIN CATEGORIA;olmo 12;CALLE;del Olmo;12;;;;1;A;28012;Madrid;VT-1973
VIVIENDAS DE USO TU;SIN CATEGORIA;SILVA 2, 9º C;CALLE;de Silva;2;;;;9;C;;Madrid;VT-1975
VIVIENDAS DE USO TU;SIN CATEGORIA;PARDIÑAS;CALLE;del General Pardiñas;34;;;;5;E;;Madrid;VT-1978
VIVIENDAS DE USO TU;SIN CATEGORIA;MARQUES DE LEGANES 14, 4 A;CALLE;del Marqués de Leganés;14;;;;4;A;28004;Madrid;VT-1979
VIVIENDAS DE USO TU;SIN CATEGORIA;FUENTE DEL BERRO 18;CALLE;de la Fuente del Berro;18;;;;3;E;28009;Madrid;VT-1981
VIVIENDAS DE USO TU;SIN CATEGORIA;MADRID TO LET SANTA ANA;CALLE;de Ventura de la Vega;10;;;;3;D;28014;Madrid;VT-994
VIVIENDAS DE USO TU;SIN CATEGORIA;MADRID TO LET SANTA ANA;CALLE;de Ventura de la Vega;10;;;;1;A;28014;Madrid;VT-995
VIVIENDAS DE USO TU;SIN CATEGORIA;MADRID TO LET SANTA ANA;CALLE;de Ventura de la Vega;10;;;;3;E;28014;Madrid;VT-996
VIVIENDAS DE USO TU;SIN CATEGORIA;PRINCESA 3, 7º 11;CALLE;de la Princesa;3 dupl;;;;7;11;28008;Madrid;VT-997
VIVIENDAS DE USO TU;SIN CATEGORIA;RONDA DE ATOCHA 33;RONDA;de Atocha;33;;;;5;D;28012;Madrid;VT-1000
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN MARCOS 27;CALLE;de San Marcos;27;;;;3;I;28004;Madrid;VT-1001
VIVIENDAS DE USO TU;SIN CATEGORIA;ESPIRITU SANTO;CALLE;del Espíritu Santo;25;;;;3;DCHA;28004;Madrid;VT-1003
VIVIENDAS DE USO TU;SIN CATEGORIA;DOS AMIGOS 3, 2º  G;CALLE;de los Dos Amigos;3;;;;2;G;28015;Madrid;VT-1004
VIVIENDAS DE USO TU;SIN CATEGORIA;HORTALEZA 7 4º DCHA;CALLE;de Hortaleza;7;;;;4;DCHA;28004;Madrid;VT-1010
VIVIENDAS DE USO TU;SIN CATEGORIA;RAFAEL HERRERA 11, 8º 815;CALLE;de Rafael Herrera;11;;;;8;815;28036;Madrid;VT-1014
VIVIENDAS DE USO TU;SIN CATEGORIA;TRAVESIA DE BELEN 3;TRVA;de Belén;3;;;;4;A;28004;Madrid;VT-1015
VIVIENDAS DE USO TU;SIN CATEGORIA;GENERAL ALVAREZ DE CASTRO 38;CALLE;del General Álvarez de Castro;38;;;;2;B;28010;Madrid;VT-1018
VIVIENDAS DE USO TU;SIN CATEGORIA;CAMPOAMOR 9;CALLE;de Campoamor;9;;;;3;A;28004;Madrid;VT-1019
VIVIENDAS DE USO TU;SIN CATEGORIA;BOLA 8, 4º F;CALLE;de la Bola;8;;;;4;F;28013;Madrid;VT-1020
VIVIENDAS DE USO TU;SIN CATEGORIA;LAGASCA 67, 6º A;CALLE;de Lagasca;67;;;;6;A;28001;Madrid;VT-1353
VIVIENDAS DE USO TU;SIN CATEGORIA;MENENDEZ PELAYO IV;AVDA;de Menéndez Pelayo;13;;;;2;CI;28009;Madrid;VT-1354
VIVIENDAS DE USO TU;SIN CATEGORIA;MARINA ESPAÑOLA;PLAZA;de la Marina Española;6;;;;3;DCHA;28013;Madrid;VT-1355
VIVIENDAS DE USO TU;SIN CATEGORIA;COELLO;CALLE;del Conde de Romanones;14;;;;4;D;28012;Madrid;VT-1674
VIVIENDAS DE USO TU;SIN CATEGORIA;ATOCHA 14 1F;CALLE;de Atocha;14;;;;1;F;28012;Madrid;VT-1675
VIVIENDAS DE USO TU;SIN CATEGORIA;ATOCHA 14 2F;CALLE;de Atocha;14;;;;2;F;28012;Madrid;VT-1676
VIVIENDAS DE USO TU;SIN CATEGORIA;ATOCHA 14 3D;CALLE;de Atocha;14;;;;3;D;28012;Madrid;VT-1677
VIVIENDAS DE USO TU;SIN CATEGORIA;VELAZQUEZ;CALLE;del Conde de Romanones;14;;;;4;C;28012;Madrid;VT-1678
VIVIENDAS DE USO TU;SIN CATEGORIA;MADRAZO;CALLE;del Conde de Romanones;14;;;;4;B;28012;Madrid;VT-1679
VIVIENDAS DE USO TU;SIN CATEGORIA;BOTERO;CALLE;del Conde de Romanones;14;;;;3;D;28012;Madrid;VT-1681
VIVIENDAS DE USO TU;SIN CATEGORIA;ANTONIO LOPEZ;CALLE;del Conde de Romanones;14;;;;3;C;28012;Madrid;VT-1682
VIVIENDAS DE USO TU;SIN CATEGORIA;GRECO;CALLE;del Conde de Romanones;14;;;;3;B;28012;Madrid;VT-1683
VIVIENDAS DE USO TU;SIN CATEGORIA;PICASSO;CALLE;del Conde de Romanones;14;;;;2;A;28012;Madrid;VT-1684
VIVIENDAS DE USO TU;SIN CATEGORIA;SALVADOR DALI;CALLE;del Conde de Romanones;14;;;;2;B;28012;Madrid;VT-1685
VIVIENDAS DE USO TU;SIN CATEGORIA;SERRAT;CALLE;del Conde de Romanones;14;;;;2;C;28012;Madrid;VT-1686
VIVIENDAS DE USO TU;SIN CATEGORIA;EL BOSCO;CALLE;del Conde de Romanones;14;;;;2;D;28012;Madrid;VT-1687
VIVIENDAS DE USO TU;SIN CATEGORIA;GOYA;CALLE;del Conde de Romanones;14;;;;3;A;28012;Madrid;VT-1688
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de la Paloma;7;;;;1;B;28005;Madrid;VT-6452
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;del Marqués Viudo de Pontejos;2;;;;5;7;28012;Madrid;VT-6458
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Pérez Galdós;7;;;;1;D;28004;Madrid;VT-1698
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Pérez Galdós;7;;1;1;1;E;28004;Madrid;VT-1699
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Carlos Dabán;22;;;;1;A;28014;Madrid;VT-13892
VIVIENDAS DE USO TU;SIN CATEGORIA;LA PALMA 17;CALLE;de la Palma;17;;;;4;A;;Madrid;VT-1993
VIVIENDAS DE USO TU;SIN CATEGORIA;TETUAN, Nº 22, 2º IZ.;CALLE;de Tetuán;22;;;;2;IZDA;28013;Madrid;VT-1996
VIVIENDAS DE USO TU;SIN CATEGORIA;ECHEGARAY 19, 1D;CALLE;de Echegaray;19;;;;1;D;28014;Madrid;VT-1997
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 5º B;CALLE;de la Pasa;10;;;;5;B;28005;Madrid;VT-2003
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 5º C;CALLE;de la Pasa;10;;;;5;C;28005;Madrid;VT-2004
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 1º A;CALLE;de la Pasa;10;;;;1;A;28005;Madrid;VT-2006
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 1º B;CALLE;de la Pasa;10;;;;1;B;28005;Madrid;VT-2007
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 1º C;CALLE;de la Pasa;10;;;;1;C;28005;Madrid;VT-2008
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 1º D;CALLE;de la Pasa;10;;;;1;D;28005;Madrid;VT-2009
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 2º B;CALLE;de la Pasa;10;;;;2;B;28005;Madrid;VT-2010
VIVIENDAS DE USO TU;SIN CATEGORIA;;CTRA;de Madrid;4;;;;;;28792;Miraflores de la Sierra;VT-13686
HOSTERIAS;SIN CATEGORIA;Madrid Downtown Hostel;CALLE;de la Magdalena;36;;;;;BAJ;28012;Madrid;HH-66
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Cuenca;3;;;;2;A;28020;Madrid;VT-2052
VIVIENDAS DE USO TU;SIN CATEGORIA;ZURBANO 84;CALLE;de Zurbano;84;;;CENTRO;1;3;;Madrid;VT-1030
VIVIENDAS DE USO TU;SIN CATEGORIA;LUCERO-MADRID;CALLE;de Riocabado;16;;;;1;D;28047;Madrid;VT-1031
VIVIENDAS DE USO TU;SIN CATEGORIA;DON RAMON DE LA CRUZ, Nº 51, 3º 1;CALLE;de Don Ramón de la Cruz;51;;;;3;1;;Madrid;VT-1032
VIVIENDAS DE USO TU;SIN CATEGORIA;FERRAZ 27;CALLE;de Ferraz;27;;;CENTRO;1;IZDA;28008;Madrid;VT-1035
VIVIENDAS DE USO TU;SIN CATEGORIA;PIAMONTE;CALLE;de Piamonte;25;;;;5;B;28004;Madrid;VT-1041
VIVIENDAS DE USO TU;SIN CATEGORIA;FARINELI;CALLE;de Federico Carlos Sáinz de Robles;17;;;;BAJO;D;28035;Madrid;VT-1047
VIVIENDAS DE USO TU;SIN CATEGORIA;CAPRICHO DECO;CALLE;de Cocuy;2;;;;BAJO;C.A.;28033;Madrid;VT-1048
VIVIENDAS DE USO TU;SIN CATEGORIA;ARTURO SORIA;CALLE;de Albasanz;67;;;;1;;28037;Madrid;VT-1051
VIVIENDAS DE USO TU;SIN CATEGORIA;TORTOSA, 8-1º ESC. 2 PTA. D;CALLE;de Tortosa;8;;;2;1;D;28045;Madrid;VT-1052
VIVIENDAS DE USO TU;SIN CATEGORIA;SOL CENTRO;CALLE;de Barcelona;7;;;;2;B;28012;Madrid;VT-1053
VIVIENDAS DE USO TU;SIN CATEGORIA;ANTON MARTIN II;CALLE;de San Simón;5;;;;3;A;28012;Madrid;VT-1054
VIVIENDAS DE USO TU;SIN CATEGORIA;MAYOR, 1. 4º  23;CALLE;Mayor;1;;;;4;23;28013;Madrid;VT-1056
VIVIENDAS DE USO TU;SIN CATEGORIA;TIRSO DE MOLINA SWEET;CALLE;de la Cabeza;19;;;;4;A;28012;Madrid;VT-1057
VIVIENDAS DE USO TU;SIN CATEGORIA;LAVAPIES 15;CALLE;de Lavapiés;15;;;;3;B;28012;Madrid;VT-1059
VIVIENDAS DE USO TU;SIN CATEGORIA;PLAZA COMENDADORAS;CALLE;de Amaniel;25;;;;1;EXT;28015;Madrid;VT-1367
VIVIENDAS DE USO TU;SIN CATEGORIA;VIVIENDA TURISTICA OPERA;CALLE;del Espejo;15;;;;4;DCHA;28013;Madrid;VT-1368
VIVIENDAS DE USO TU;SIN CATEGORIA;LOS GRIFOS;URB;de los Grifos;14;;;;;;28740;Rascafría;VT-1369
VIVIENDAS DE USO TU;SIN CATEGORIA;VILLANUEVA 2, 6º, 4;CALLE;de Villanueva;2;;;4;6;C;28001;Madrid;VT-1370
VIVIENDAS DE USO TU;SIN CATEGORIA;BEDRIX ATOCHA;CALLE;del General Lacy;8;;;;1;E;28045;Madrid;VT-1371
VIVIENDAS DE USO TU;SIN CATEGORIA;APTO PARA GRUPOS HACIENDA DE PAVONES;CALLE;de la Hacienda de Pavones;54;;;;1;B;28030;Madrid;VT-1372
VIVIENDAS DE USO TU;SIN CATEGORIA;TA MADRID ACOMODACION;CALLE;de la Paloma;8;;;;BJ;7;28005;Madrid;VT-1373
VIVIENDAS DE USO TU;SIN CATEGORIA;CASA DE CAMPO;CTRA;de Boadilla del Monte;17;;;;1;B;28024;Madrid;VT-1374
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN QUINTIN 8;CALLE;de San Quintín;8;;;;5 D;2;28013;Madrid;VT-1375
VIVIENDAS DE USO TU;SIN CATEGORIA;PRÍNCIPE, 15, 3-22;CALLE;del Príncipe;15;;;;3;22;28012;Madrid;VT-1381
VIVIENDAS DE USO TU;SIN CATEGORIA;PRÍNCIPE, 15, 3-23;CALLE;del Príncipe;15;;;;3;23;28012;Madrid;VT-1382
VIVIENDAS DE USO TU;SIN CATEGORIA;CONCEPCION JERONIMA 28, 1º 5;CALLE;de Concepción Jerónima;28;;;;1;5;28012;Madrid;VT-1383
VIVIENDAS DE USO TU;SIN CATEGORIA;CONCEPCION JERONIMA 28, 3º 2;CALLE;de Concepción Jerónima;28;;;;3;2;28012;Madrid;VT-1384
VIVIENDAS DE USO TU;SIN CATEGORIA;CONCEPCION JERONIMA 28, 3º 4;CALLE;de Concepción Jerónima;28;;;;3;4;28012;Madrid;VT-1385
VIVIENDAS DE USO TU;SIN CATEGORIA;O'DONNELL 13 3º IZDA;CALLE;de O'Donnell;13;;;;3;IZDA;;Madrid;VT-1691
VIVIENDAS DE USO TU;SIN CATEGORIA;FERNANDEZ DE LOS RIOS;CALLE;de Fernández de los Ríos;76;;;;3;B;28015;Madrid;VT-1693
VIVIENDAS DE USO TU;SIN CATEGORIA;VIRGEN PALOMA 5 3C;PLAZA;de la Virgen de la Paloma;5;;;;3;C;28005;Madrid;VT-1694
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;del Cardenal Belluga;11;;;;SS;B;28028;Madrid;VT-3338
VIVIENDAS DE USO TU;SIN CATEGORIA;;PLAZA;de los Herradores;8;;;;4;C;28013;Madrid;VT-1788
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Atocha;84;;;;1;A;28012;Madrid;VT-6574
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 2º C;CALLE;de la Pasa;10;;;;2;C;28005;Madrid;VT-2011
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 2º D;CALLE;de la Pasa;10;;;;2;D;28005;Madrid;VT-2012
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 3º A;CALLE;de la Pasa;10;;;;3;A;28005;Madrid;VT-2013
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 3º B;CALLE;de la Pasa;10;;;;3;B;28005;Madrid;VT-2014
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 3º C;CALLE;de la Pasa;10;;;;3;C;28005;Madrid;VT-2015
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 3º D;CALLE;de la Pasa;10;;;;3;D;28005;Madrid;VT-2016
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 4º B;CALLE;de la Pasa;10;;;;4;B;28005;Madrid;VT-2017
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 4º C;CALLE;de la Pasa;10;;;;4;C;28005;Madrid;VT-2018
VIVIENDAS DE USO TU;SIN CATEGORIA;PASA 10, 6º A;CALLE;de la Pasa;10;;;;6;A;28005;Madrid;VT-2019
